src_ip,dest_ip,protocol,src_port,dest_port,flow_duration,bytes,packets,timestamp,label
246.244.116.130,81.103.65.113,UDP,17292,46349,5.12,6784,152,2025-11-01 10:26:00,0
88.71.138.64,242.30.60.192,UDP,6334,13933,10.388,9501,26,2025-11-01 10:27:00,1
205.208.71.21,101.104.232.98,TCP,47596,43701,5.401,6874,159,2025-11-01 10:28:00,1
18.221.63.82,34.242.182.59,UDP,25487,21719,9.132,3063,87,2025-11-01 10:29:00,0
110.238.94.166,3.16.77.206,ICMP,12277,46015,3.212,2830,130,2025-11-01 10:30:00,0
32.10.44.217,46.165.34.129,UDP,21428,51314,6.317,6383,167,2025-11-01 10:31:00,0
33.251.101.169,254.111.156.132,UDP,50338,19641,19.555,1052,97,2025-11-01 10:32:00,0
136.10.213.179,61.96.144.156,UDP,10851,60313,0.833,4629,140,2025-11-01 10:33:00,0
88.40.144.76,178.89.135.162,TCP,11962,42109,13.081,3547,73,2025-11-01 10:34:00,0
121.45.159.207,59.17.94.187,TCP,34086,19561,3.695,4842,172,2025-11-01 10:35:00,1
80.53.85.92,155.15.249.10,ICMP,26178,6381,5.153,2111,43,2025-11-01 10:36:00,0
148.160.201.168,104.75.149.16,ICMP,8264,47757,10.513,7570,195,2025-11-01 10:37:00,0
160.241.251.97,12.74.211.179,TCP,64231,63269,2.635,2357,88,2025-11-01 10:38:00,1
2.224.32.233,129.26.194.12,UDP,40636,28830,2.712,5387,97,2025-11-01 10:39:00,0
205.157.160.77,30.8.52.189,UDP,2609,48602,3.745,2215,166,2025-11-01 10:40:00,1
116.153.149.103,54.164.192.170,TCP,53556,29580,0.096,2412,194,2025-11-01 10:41:00,1
194.165.102.90,49.3.191.79,ICMP,11565,30201,3.433,6842,40,2025-11-01 10:42:00,0
174.121.241.143,179.90.199.252,UDP,6451,64449,1.72,5265,150,2025-11-01 10:43:00,0
226.105.118.172,188.214.78.219,ICMP,27771,19730,13.152,9692,191,2025-11-01 10:44:00,1
49.103.202.61,159.102.110.200,UDP,24220,28538,0.459,6268,187,2025-11-01 10:45:00,0
195.122.133.9,222.57.246.234,ICMP,16644,56149,3.075,5161,19,2025-11-01 10:46:00,0
6.72.102.223,82.131.238.235,UDP,50370,42101,14.732,8090,20,2025-11-01 10:47:00,1
160.40.113.204,22.130.78.99,ICMP,10057,52086,11.565,7772,119,2025-11-01 10:48:00,0
8.71.177.92,175.37.160.206,ICMP,32094,24126,6.042,9696,73,2025-11-01 10:49:00,0
62.83.61.111,176.192.116.241,ICMP,47946,5656,4.45,5184,171,2025-11-01 10:50:00,0
251.126.6.203,26.135.49.208,TCP,64255,59452,1.648,9290,186,2025-11-01 10:51:00,0
84.207.131.134,38.137.41.37,ICMP,50128,2449,2.286,6852,82,2025-11-01 10:52:00,0
58.21.153.127,154.219.139.212,TCP,13223,14186,0.472,9203,105,2025-11-01 10:53:00,0
3.126.40.188,49.141.45.163,TCP,13800,17212,7.711,7864,54,2025-11-01 10:54:00,0
106.13.202.210,29.11.115.82,ICMP,23751,22281,1.957,5495,82,2025-11-01 10:55:00,0
246.11.86.12,44.193.1.187,TCP,3955,33972,5.51,2544,40,2025-11-01 10:56:00,1
141.24.44.243,17.137.17.22,TCP,15867,60648,2.213,9130,100,2025-11-01 10:57:00,0
122.146.54.238,83.57.52.1,TCP,57217,39388,3.121,1542,27,2025-11-01 10:58:00,0
100.172.135.221,216.60.227.217,UDP,6723,6799,4.048,7082,141,2025-11-01 10:59:00,0
119.52.182.32,228.253.158.31,ICMP,58813,17229,8.094,8574,47,2025-11-01 11:00:00,1
51.43.81.198,66.146.52.204,TCP,58447,35740,1.186,3900,112,2025-11-01 11:01:00,0
146.210.149.37,202.94.236.253,ICMP,22248,34037,2.544,7898,151,2025-11-01 11:02:00,0
96.55.104.59,254.149.22.244,TCP,28345,48721,0.697,7559,119,2025-11-01 11:03:00,1
131.155.201.243,215.142.153.131,ICMP,62056,29310,0.394,2900,59,2025-11-01 11:04:00,1
35.188.92.182,87.147.124.109,TCP,8660,4745,4.64,1288,77,2025-11-01 11:05:00,0
191.206.96.135,40.120.38.120,UDP,2884,40504,1.048,7123,126,2025-11-01 11:06:00,1
76.48.93.213,200.17.168.198,UDP,55737,14549,0.308,9440,7,2025-11-01 11:07:00,1
159.185.188.24,155.227.142.37,UDP,51106,42590,11.37,5050,50,2025-11-01 11:08:00,1
148.36.3.220,186.4.230.254,TCP,16013,65407,3.821,6345,104,2025-11-01 11:09:00,0
108.125.19.188,73.134.40.212,ICMP,52110,3531,0.723,5802,66,2025-11-01 11:10:00,0
152.49.176.179,10.189.153.68,TCP,49029,37854,0.275,4430,131,2025-11-01 11:11:00,0
96.104.163.250,230.23.77.169,UDP,38159,8996,0.638,2179,106,2025-11-01 11:12:00,0
117.97.227.66,193.144.108.24,TCP,47446,24704,3.187,9842,167,2025-11-01 11:13:00,0
79.161.163.6,155.6.72.107,ICMP,35963,25528,5.52,7375,7,2025-11-01 11:14:00,0
39.169.242.115,99.121.11.85,UDP,37086,35033,5.126,8788,196,2025-11-01 11:15:00,0
186.245.124.12,3.78.84.10,TCP,14825,31431,0.78,6158,183,2025-11-01 11:16:00,0
131.236.17.40,33.45.58.52,ICMP,63149,20,5.019,4034,8,2025-11-01 11:17:00,0
21.142.224.99,6.129.28.119,UDP,31422,60983,2.595,1192,32,2025-11-01 11:18:00,0
26.7.99.240,168.96.188.196,ICMP,5771,50934,3.125,3784,19,2025-11-01 11:19:00,0
222.86.41.172,251.67.156.229,ICMP,38184,61179,8.083,3661,118,2025-11-01 11:20:00,0
14.77.1.119,190.59.123.84,UDP,6262,60476,2.021,5930,140,2025-11-01 11:21:00,1
37.68.165.237,41.214.236.210,TCP,3858,45731,0.795,9204,57,2025-11-01 11:22:00,1
41.61.245.60,113.216.64.246,TCP,49227,23242,10.336,3947,138,2025-11-01 11:23:00,0
125.110.13.248,192.78.62.226,TCP,46700,53987,1.192,3768,91,2025-11-01 11:24:00,0
231.216.83.130,176.147.117.37,TCP,27254,7297,1.741,7787,21,2025-11-01 11:25:00,0
231.69.144.123,64.218.85.243,ICMP,8140,16334,6.131,3106,148,2025-11-01 11:26:00,0
89.248.27.66,133.33.38.67,TCP,3952,41517,5.753,9523,121,2025-11-01 11:27:00,0
163.228.4.193,209.61.87.152,TCP,57601,18629,8.057,2900,132,2025-11-01 11:28:00,0
168.203.183.164,131.108.198.89,ICMP,29203,19368,1.016,203,147,2025-11-01 11:29:00,0
45.150.46.31,248.66.78.221,ICMP,23158,11756,2.171,1754,29,2025-11-01 11:30:00,0
139.9.194.118,178.28.73.32,UDP,40286,35494,0.673,3502,71,2025-11-01 11:31:00,0
14.79.201.93,87.38.136.101,ICMP,35464,53752,3.894,1480,64,2025-11-01 11:32:00,1
10.75.93.105,244.231.141.68,UDP,9214,21751,1.731,5353,139,2025-11-01 11:33:00,1
1.132.19.8,192.147.27.14,UDP,24852,13026,5.839,9032,33,2025-11-01 11:34:00,0
171.203.0.57,172.225.76.223,TCP,5374,4888,0.002,6267,25,2025-11-01 11:35:00,1
64.117.211.28,225.115.166.28,TCP,35079,60676,0.308,2700,161,2025-11-01 11:36:00,1
121.106.164.175,192.88.31.137,TCP,44710,13659,2.833,1730,26,2025-11-01 11:37:00,1
229.203.164.49,156.249.94.17,ICMP,17060,49349,15.872,273,36,2025-11-01 11:38:00,1
241.119.43.56,117.214.76.55,ICMP,29724,5227,11.075,1916,11,2025-11-01 11:39:00,1
156.110.206.134,10.79.133.176,TCP,7634,35597,25.588,9193,30,2025-11-01 11:40:00,0
108.250.188.148,203.249.115.195,TCP,43042,45800,2.696,3410,57,2025-11-01 11:41:00,0
114.77.129.201,220.252.168.79,ICMP,30444,3989,0.238,6379,97,2025-11-01 11:42:00,1
37.19.25.29,60.204.41.116,UDP,63781,54885,1.826,5149,138,2025-11-01 11:43:00,0
1.118.34.198,248.108.208.71,UDP,26201,21664,5.632,1085,25,2025-11-01 11:44:00,1
229.244.58.69,156.101.12.252,TCP,28874,18854,0.726,6131,96,2025-11-01 11:45:00,1
161.240.178.206,209.14.35.220,TCP,40675,18015,1.783,4521,196,2025-11-01 11:46:00,0
12.233.19.181,15.237.116.75,TCP,12194,14240,0.289,4499,57,2025-11-01 11:47:00,0
242.215.250.43,56.94.131.227,UDP,55363,36047,3.221,8073,123,2025-11-01 11:48:00,0
126.225.216.50,226.51.218.138,TCP,50306,18423,1.172,6457,34,2025-11-01 11:49:00,0
29.184.38.223,222.172.83.29,UDP,41836,21817,0.478,1447,86,2025-11-01 11:50:00,0
184.238.170.178,250.52.156.151,ICMP,42094,27056,2.648,247,54,2025-11-01 11:51:00,0
151.171.37.84,185.177.20.112,ICMP,28171,54174,2.163,4410,51,2025-11-01 11:52:00,0
151.127.125.45,171.137.232.76,ICMP,61727,53483,3.856,7190,6,2025-11-01 11:53:00,0
52.79.177.234,30.124.50.161,TCP,36526,6471,6.912,9984,187,2025-11-01 11:54:00,0
124.118.7.242,146.77.21.64,ICMP,26430,23462,0.597,8727,54,2025-11-01 11:55:00,1
85.128.246.8,21.128.240.107,UDP,59033,45535,7.83,941,17,2025-11-01 11:56:00,1
157.95.101.5,116.123.142.36,UDP,2090,59820,0.133,7123,154,2025-11-01 11:57:00,0
239.85.174.34,47.181.213.32,UDP,5994,4762,2.927,1789,88,2025-11-01 11:58:00,0
193.54.118.218,186.173.53.161,TCP,53964,21604,4.427,8691,137,2025-11-01 11:59:00,1
171.201.157.114,250.232.250.167,TCP,51493,60654,15.733,4529,2,2025-11-01 12:00:00,0
210.144.25.136,23.170.182.2,UDP,50460,60523,4.266,9148,20,2025-11-01 12:01:00,0
47.231.112.76,194.165.246.243,UDP,24374,56154,0.864,6622,91,2025-11-01 12:02:00,0
219.71.88.46,157.243.109.124,UDP,30259,34156,3.644,8070,6,2025-11-01 12:03:00,0
196.32.0.147,67.230.70.164,UDP,41586,49794,2.519,4774,119,2025-11-01 12:04:00,0
31.207.141.53,29.118.164.113,ICMP,5138,47915,3.263,4705,79,2025-11-01 12:05:00,0
48.68.104.90,250.227.214.45,UDP,29178,21997,1.098,2234,55,2025-11-01 12:06:00,0
190.219.193.242,16.239.30.162,TCP,46626,39979,3.474,7166,48,2025-11-01 12:07:00,0
192.197.62.73,50.192.209.122,TCP,50223,33343,0.813,999,58,2025-11-01 12:08:00,0
161.168.88.176,190.231.170.184,TCP,60136,60489,6.814,8625,170,2025-11-01 12:09:00,0
13.72.244.77,248.14.175.49,TCP,39930,9914,4.506,4578,149,2025-11-01 12:10:00,0
159.232.202.68,209.171.9.20,TCP,29914,41979,0.409,4098,6,2025-11-01 12:11:00,0
98.124.101.238,70.7.172.34,UDP,22269,40565,11.019,4882,30,2025-11-01 12:12:00,1
132.101.18.198,253.223.178.246,UDP,53435,30000,4.791,2217,151,2025-11-01 12:13:00,0
226.81.140.233,234.3.107.242,ICMP,44062,31749,1.9,1839,36,2025-11-01 12:14:00,0
23.82.108.75,167.211.23.216,ICMP,44290,61403,0.234,7610,110,2025-11-01 12:15:00,0
129.87.253.54,55.25.24.36,ICMP,25250,32332,5.001,8736,121,2025-11-01 12:16:00,1
199.88.212.143,71.201.185.239,UDP,37207,64291,2.338,759,3,2025-11-01 12:17:00,1
65.75.249.199,12.128.115.178,ICMP,13619,44381,11.909,2027,90,2025-11-01 12:18:00,0
143.148.146.60,153.207.132.83,UDP,28742,57744,0.178,5813,162,2025-11-01 12:19:00,0
93.216.160.49,196.5.25.113,TCP,40242,53843,0.199,9106,30,2025-11-01 12:20:00,0
224.240.34.172,103.119.182.167,UDP,26167,34225,14.909,2918,115,2025-11-01 12:21:00,0
102.217.10.99,9.44.243.14,UDP,47202,34364,16.744,8865,170,2025-11-01 12:22:00,1
200.109.205.74,112.54.136.15,TCP,7188,64619,0.141,2460,149,2025-11-01 12:23:00,0
194.173.8.3,37.177.126.117,TCP,33664,24693,6.294,1364,118,2025-11-01 12:24:00,0
85.25.71.48,84.71.95.111,TCP,8811,7987,1.252,1048,88,2025-11-01 12:25:00,0
194.197.155.117,149.184.104.147,ICMP,16948,57727,6.043,9371,4,2025-11-01 12:26:00,0
221.153.152.12,221.57.94.118,ICMP,46310,13147,10.153,443,177,2025-11-01 12:27:00,0
133.225.47.37,6.3.42.93,ICMP,21473,51282,0.531,6273,176,2025-11-01 12:28:00,0
207.43.227.15,42.2.128.236,TCP,1105,42811,1.364,8927,51,2025-11-01 12:29:00,0
43.175.86.70,183.14.46.85,ICMP,4029,33600,0.122,9139,24,2025-11-01 12:30:00,0
46.241.107.123,174.57.222.199,TCP,9432,21353,0.224,6812,46,2025-11-01 12:31:00,0
171.236.20.151,209.247.210.39,TCP,1358,60045,0.15,6630,116,2025-11-01 12:32:00,0
107.246.79.47,252.130.157.35,TCP,58926,10974,8.064,160,27,2025-11-01 12:33:00,0
117.123.142.25,250.184.156.178,ICMP,12127,52634,1.771,6500,95,2025-11-01 12:34:00,0
36.202.50.15,190.51.117.14,ICMP,59241,18502,3.398,6321,111,2025-11-01 12:35:00,1
68.20.140.214,163.155.185.30,TCP,42736,20867,7.752,5902,179,2025-11-01 12:36:00,0
19.33.77.125,90.134.166.95,ICMP,45745,18391,3.415,2905,99,2025-11-01 12:37:00,0
196.239.116.52,69.162.241.239,UDP,26193,43532,2.804,3771,116,2025-11-01 12:38:00,1
238.26.156.239,127.51.141.63,ICMP,31518,41257,0.058,3631,20,2025-11-01 12:39:00,1
156.34.135.144,253.35.90.152,TCP,44735,39529,4.197,4526,80,2025-11-01 12:40:00,1
106.163.157.146,168.156.52.109,TCP,24476,41679,0.666,7212,95,2025-11-01 12:41:00,0
2.176.76.132,150.71.14.113,TCP,27278,27713,7.233,2454,199,2025-11-01 12:42:00,0
90.88.93.203,69.115.191.4,UDP,4921,5695,1.49,9072,146,2025-11-01 12:43:00,0
7.94.107.74,75.145.41.241,TCP,58134,63666,5.607,6675,136,2025-11-01 12:44:00,0
39.140.158.71,30.142.69.183,TCP,58277,55215,5.195,2845,155,2025-11-01 12:45:00,0
191.55.240.170,181.15.110.104,ICMP,5672,19464,4.794,6705,14,2025-11-01 12:46:00,1
189.41.183.36,201.106.122.162,UDP,10698,21663,1.553,5401,146,2025-11-01 12:47:00,0
84.195.117.7,27.12.227.155,ICMP,18190,11,1.554,1505,65,2025-11-01 12:48:00,0
54.128.171.120,73.196.242.86,TCP,27734,37649,9.941,443,159,2025-11-01 12:49:00,0
173.105.46.123,31.2.29.149,TCP,20994,49563,0.064,6610,20,2025-11-01 12:50:00,0
141.118.149.118,99.133.219.160,UDP,4818,27516,1.002,8644,70,2025-11-01 12:51:00,1
21.213.219.137,170.228.189.217,TCP,30208,10847,4.71,9769,45,2025-11-01 12:52:00,0
26.8.14.10,160.98.85.216,UDP,26583,47259,8.493,4289,1,2025-11-01 12:53:00,0
216.121.120.125,167.63.117.158,ICMP,16368,46286,2.219,6386,147,2025-11-01 12:54:00,0
170.71.151.208,191.113.223.159,UDP,46666,60531,5.299,8448,39,2025-11-01 12:55:00,1
49.153.90.37,87.39.160.191,ICMP,39389,28027,4.073,6665,119,2025-11-01 12:56:00,1
68.49.151.19,25.163.151.95,TCP,32241,16983,0.334,9256,155,2025-11-01 12:57:00,0
100.59.166.202,186.166.45.205,ICMP,40842,17208,4.861,2853,56,2025-11-01 12:58:00,0
89.145.146.164,138.214.209.32,ICMP,6075,57029,8.407,845,144,2025-11-01 12:59:00,0
202.224.182.242,97.163.155.144,ICMP,18150,43358,24.43,3389,7,2025-11-01 13:00:00,1
69.174.48.227,16.17.135.234,UDP,5568,37986,0.15,7401,20,2025-11-01 13:01:00,0
108.225.160.119,208.246.247.75,ICMP,13899,39855,5.395,2856,159,2025-11-01 13:02:00,0
149.208.149.176,198.0.189.125,UDP,5379,12307,2.677,9503,84,2025-11-01 13:03:00,0
37.142.162.220,253.203.248.38,UDP,21016,313,0.049,6271,79,2025-11-01 13:04:00,1
199.159.10.138,220.44.185.81,UDP,53447,43935,4.764,8665,153,2025-11-01 13:05:00,1
201.77.76.253,129.31.135.118,TCP,52686,6672,0.653,7460,110,2025-11-01 13:06:00,0
185.253.152.2,40.183.190.235,TCP,62378,23085,2.379,8660,1,2025-11-01 13:07:00,0
64.34.6.85,238.215.73.111,TCP,42077,44699,1.515,9419,145,2025-11-01 13:08:00,0
146.66.41.118,103.102.73.164,UDP,47100,35261,2.241,4297,80,2025-11-01 13:09:00,0
125.166.168.241,217.251.113.123,TCP,56231,42906,3.393,2352,27,2025-11-01 13:10:00,0
203.230.23.188,57.73.82.238,ICMP,51551,16615,2.225,2035,119,2025-11-01 13:11:00,1
46.18.67.218,173.78.207.130,UDP,59499,52893,4.023,5035,123,2025-11-01 13:12:00,1
102.41.31.167,93.195.244.50,TCP,32098,10865,1.363,1782,24,2025-11-01 13:13:00,1
109.237.35.232,29.222.80.10,UDP,3540,48115,5.044,9574,190,2025-11-01 13:14:00,0
229.96.163.131,155.116.232.143,TCP,23646,15225,9.613,1195,52,2025-11-01 13:15:00,0
73.135.96.123,60.235.158.149,ICMP,46947,47463,1.268,3244,51,2025-11-01 13:16:00,1
70.168.230.196,60.250.57.169,UDP,50266,44415,3.545,8625,194,2025-11-01 13:17:00,0
13.48.59.130,174.44.123.26,TCP,49195,44544,5.23,6803,57,2025-11-01 13:18:00,0
188.4.171.27,102.50.163.52,TCP,2503,44,4.158,6987,55,2025-11-01 13:19:00,0
160.148.7.230,209.50.130.253,ICMP,18362,40301,2.276,7242,53,2025-11-01 13:20:00,1
200.49.66.246,14.176.204.233,ICMP,28031,24477,5.139,4857,89,2025-11-01 13:21:00,1
44.124.57.3,219.0.184.145,TCP,42006,27501,0.143,2080,19,2025-11-01 13:22:00,0
86.69.129.215,240.177.225.14,TCP,60093,28270,2.309,2118,109,2025-11-01 13:23:00,0
172.1.101.209,246.246.186.81,UDP,46102,56431,3.803,2904,141,2025-11-01 13:24:00,1
35.97.214.30,3.97.39.89,UDP,53481,59615,0.104,5869,29,2025-11-01 13:25:00,1
116.7.149.44,125.193.161.218,TCP,51897,19842,3.543,6289,134,2025-11-01 13:26:00,0
186.35.196.77,95.8.93.84,ICMP,64822,60294,5.31,7482,120,2025-11-01 13:27:00,0
221.30.46.249,21.220.250.25,UDP,59808,38153,7.119,5255,129,2025-11-01 13:28:00,0
55.207.105.190,102.121.171.25,TCP,22860,59663,0.602,5152,152,2025-11-01 13:29:00,0
158.120.54.144,137.102.189.236,ICMP,30270,30932,23.317,6977,74,2025-11-01 13:30:00,1
12.144.143.140,154.56.36.16,ICMP,60518,5616,4.659,4296,99,2025-11-01 13:31:00,0
136.211.2.144,37.75.151.26,TCP,3571,27962,2.256,9561,6,2025-11-01 13:32:00,0
30.236.22.92,20.136.214.103,TCP,38715,32514,1.432,9878,176,2025-11-01 13:33:00,0
115.103.117.5,29.30.18.148,UDP,29154,21891,4.254,7931,148,2025-11-01 13:34:00,0
212.103.247.108,215.234.26.94,TCP,50364,26871,10.673,6379,76,2025-11-01 13:35:00,0
65.120.29.149,85.43.162.113,UDP,49999,35764,3.676,2425,67,2025-11-01 13:36:00,1
84.197.149.210,199.149.73.87,ICMP,1483,52791,5.416,5469,183,2025-11-01 13:37:00,0
200.230.31.161,143.93.97.141,UDP,3260,45877,2.213,5338,18,2025-11-01 13:38:00,0
245.15.203.38,252.131.209.56,TCP,21854,56670,2.456,3345,21,2025-11-01 13:39:00,0
244.225.252.142,151.96.97.34,UDP,1604,47176,1.686,3360,192,2025-11-01 13:40:00,1
36.224.150.114,100.226.144.156,ICMP,52337,44328,6.115,6315,165,2025-11-01 13:41:00,1
237.65.104.85,14.161.111.75,ICMP,15463,52437,2.225,6432,19,2025-11-01 13:42:00,0
2.218.248.201,185.204.96.121,TCP,5739,43303,1.058,3566,56,2025-11-01 13:43:00,0
193.74.66.180,55.193.225.117,UDP,27131,24747,2.305,6682,190,2025-11-01 13:44:00,0
190.150.153.196,93.36.195.204,TCP,26968,37110,9.615,4954,18,2025-11-01 13:45:00,0
210.54.5.163,26.249.188.220,TCP,32788,29837,6.702,9503,158,2025-11-01 13:46:00,0
150.170.142.86,67.83.201.180,ICMP,44418,9832,2.037,1327,184,2025-11-01 13:47:00,1
60.100.243.234,18.180.190.181,UDP,28591,33385,11.866,4984,106,2025-11-01 13:48:00,0
12.238.48.42,245.26.30.219,TCP,39689,33008,0.389,400,170,2025-11-01 13:49:00,1
166.81.172.35,106.128.5.11,ICMP,53078,38821,0.255,2014,53,2025-11-01 13:50:00,0
158.215.233.158,162.230.211.191,TCP,63696,39223,0.682,3504,86,2025-11-01 13:51:00,0
206.133.66.80,181.212.212.18,UDP,33449,62880,0.619,2266,50,2025-11-01 13:52:00,0
7.179.13.73,21.18.3.77,TCP,60898,29070,0.46,5084,127,2025-11-01 13:53:00,0
143.148.162.66,210.115.156.25,UDP,42456,42817,5.414,5665,4,2025-11-01 13:54:00,0
91.129.162.210,184.76.253.191,ICMP,18266,41883,4.592,1890,63,2025-11-01 13:55:00,1
206.19.209.10,155.187.210.49,ICMP,44973,54040,5.215,5972,195,2025-11-01 13:56:00,0
25.193.24.253,65.165.82.180,TCP,19848,63347,5.83,3945,113,2025-11-01 13:57:00,0
54.32.163.95,1.167.80.21,ICMP,12922,51057,7.071,3815,56,2025-11-01 13:58:00,1
14.64.109.80,86.14.49.231,TCP,35504,55318,1.161,857,177,2025-11-01 13:59:00,1
54.237.124.180,48.230.159.49,TCP,50691,60494,4.868,2186,150,2025-11-01 14:00:00,0
131.226.168.134,196.107.44.32,UDP,41147,17197,4.338,7814,140,2025-11-01 14:01:00,1
25.140.116.226,132.244.192.97,TCP,44377,5000,14.382,8412,177,2025-11-01 14:02:00,0
136.148.225.196,199.200.192.80,UDP,18783,24027,1.322,7136,13,2025-11-01 14:03:00,0
25.78.67.173,146.53.126.175,TCP,24092,1731,0.303,7873,105,2025-11-01 14:04:00,0
188.11.31.128,134.65.136.196,UDP,4693,58176,5.299,4509,33,2025-11-01 14:05:00,1
96.91.140.31,109.22.245.107,ICMP,15406,3425,6.739,5995,175,2025-11-01 14:06:00,0
78.19.145.221,237.170.50.72,TCP,16460,62835,1.665,4759,64,2025-11-01 14:07:00,0
60.190.133.160,103.152.79.163,UDP,19798,38831,4.23,7890,83,2025-11-01 14:08:00,0
93.42.253.130,145.17.251.155,TCP,37054,29717,0.307,6054,105,2025-11-01 14:09:00,0
60.150.210.31,143.251.80.107,UDP,5662,31227,16.1,4998,145,2025-11-01 14:10:00,0
243.4.210.162,69.79.142.42,UDP,3890,2208,0.582,6305,34,2025-11-01 14:11:00,0
10.88.129.126,238.33.47.211,TCP,58024,13032,0.35,481,68,2025-11-01 14:12:00,0
11.177.252.159,136.238.137.254,TCP,10275,28009,0.226,7924,39,2025-11-01 14:13:00,0
56.206.200.215,5.115.175.117,ICMP,9972,29485,2.787,9894,129,2025-11-01 14:14:00,0
83.136.98.149,154.213.107.23,ICMP,53671,46636,0.511,7698,133,2025-11-01 14:15:00,0
73.155.189.238,62.12.136.241,ICMP,23902,3369,6.826,9102,40,2025-11-01 14:16:00,0
115.6.79.144,20.91.107.185,TCP,1211,21856,11.457,3252,63,2025-11-01 14:17:00,0
252.96.3.4,229.151.107.33,ICMP,33294,2228,1.507,9888,129,2025-11-01 14:18:00,1
103.39.16.101,148.187.175.64,UDP,44365,56792,4.955,1936,163,2025-11-01 14:19:00,0
103.123.51.221,30.107.72.109,TCP,21986,48523,0.216,1129,145,2025-11-01 14:20:00,0
52.163.123.166,241.144.99.14,UDP,30935,65125,2.443,8714,94,2025-11-01 14:21:00,1
231.177.62.229,19.70.58.195,UDP,63645,30323,1.733,348,99,2025-11-01 14:22:00,0
116.190.61.253,97.43.159.111,UDP,58269,43221,1.298,8824,60,2025-11-01 14:23:00,0
227.6.154.92,11.105.1.218,TCP,20122,12818,5.174,1058,129,2025-11-01 14:24:00,1
214.13.198.229,125.195.144.209,TCP,8432,46475,0.698,4533,132,2025-11-01 14:25:00,0
253.85.132.254,220.93.167.215,ICMP,17703,47131,9.856,3301,137,2025-11-01 14:26:00,0
183.129.61.219,174.215.92.4,ICMP,4557,13227,5.466,7124,45,2025-11-01 14:27:00,1
149.245.229.79,166.62.28.19,ICMP,5164,43878,6.202,4330,160,2025-11-01 14:28:00,0
149.137.214.58,91.28.247.228,ICMP,65006,44481,13.693,7141,69,2025-11-01 14:29:00,0
120.166.132.65,163.115.69.123,UDP,37834,31158,14.269,1397,14,2025-11-01 14:30:00,0
13.212.217.242,23.230.45.172,TCP,27642,20765,4.011,122,179,2025-11-01 14:31:00,0
237.212.180.82,176.179.7.183,ICMP,21678,60053,3.42,8482,151,2025-11-01 14:32:00,0
229.172.159.164,66.204.167.249,UDP,53227,18205,2.043,9325,174,2025-11-01 14:33:00,0
209.226.240.188,213.158.243.176,TCP,55641,57993,6.286,5451,155,2025-11-01 14:34:00,1
139.190.148.52,100.60.111.52,TCP,31799,189,3.863,2427,89,2025-11-01 14:35:00,1
183.116.25.254,166.218.35.112,TCP,41525,30398,13.506,1448,36,2025-11-01 14:36:00,0
196.33.51.112,87.182.84.13,UDP,15700,9415,1.363,9713,196,2025-11-01 14:37:00,1
252.81.231.227,165.46.89.232,ICMP,60168,37990,1.857,9330,32,2025-11-01 14:38:00,0
233.220.179.157,199.237.230.22,TCP,7029,41439,1.9,3768,73,2025-11-01 14:39:00,0
166.41.20.42,167.214.57.30,UDP,6894,6747,8.199,5334,194,2025-11-01 14:40:00,1
141.112.104.192,146.253.105.146,TCP,4928,14332,0.521,8964,170,2025-11-01 14:41:00,0
17.119.136.169,238.73.166.94,UDP,49259,11255,3.041,362,50,2025-11-01 14:42:00,0
129.129.59.48,154.70.6.197,ICMP,12997,10218,2.789,2097,57,2025-11-01 14:43:00,0
29.96.9.242,65.45.17.141,ICMP,48000,15584,0.38,3100,117,2025-11-01 14:44:00,0
58.187.231.21,153.231.7.74,TCP,3285,37381,2.645,3740,192,2025-11-01 14:45:00,0
28.202.246.34,160.144.101.79,ICMP,59890,51041,3.601,5675,174,2025-11-01 14:46:00,0
8.186.213.200,79.120.175.63,ICMP,46837,34319,0.337,3424,111,2025-11-01 14:47:00,1
177.78.144.188,40.242.83.15,UDP,18828,15801,3.565,9493,89,2025-11-01 14:48:00,0
87.87.172.211,99.133.221.121,UDP,24101,30213,16.0,9037,104,2025-11-01 14:49:00,0
69.159.171.193,63.135.222.128,TCP,62960,56212,19.296,9765,54,2025-11-01 14:50:00,0
87.100.7.77,112.110.31.45,UDP,48300,47334,3.793,4265,53,2025-11-01 14:51:00,0
200.248.86.43,122.179.206.82,ICMP,25704,27493,3.619,3496,157,2025-11-01 14:52:00,1
129.108.178.152,13.23.167.14,UDP,61991,32593,1.681,3704,165,2025-11-01 14:53:00,1
227.151.16.133,220.202.69.62,ICMP,17886,5234,29.242,3136,69,2025-11-01 14:54:00,1
148.20.231.58,120.88.188.1,TCP,22926,22020,1.603,7468,14,2025-11-01 14:55:00,0
159.109.227.139,217.193.125.32,ICMP,40369,11448,3.016,7605,155,2025-11-01 14:56:00,1
180.142.210.135,141.160.31.56,UDP,40577,14037,0.015,4699,5,2025-11-01 14:57:00,0
243.27.50.235,152.90.3.216,UDP,9908,10999,2.148,9585,118,2025-11-01 14:58:00,0
186.4.4.94,23.28.97.149,UDP,4062,32802,0.371,188,172,2025-11-01 14:59:00,0
246.95.7.64,30.89.147.144,UDP,61337,24872,6.809,5770,143,2025-11-01 15:00:00,1
138.37.110.224,67.176.100.58,TCP,33985,27077,4.116,7203,67,2025-11-01 15:01:00,0
112.219.80.223,232.171.24.23,ICMP,32586,44740,4.245,6302,1,2025-11-01 15:02:00,0
